"river","answer"
434,6.89409
435,6.799485
436,6.854356
437,6.826814
438,6.792942
439,6.825133
440,6.70736
441,6.7914
442,6.790888
443,6.926305
444,6.768336
445,6.8263
446,6.834058
447,6.878436
448,6.861568
449,6.870149
450,6.8571
451,6.871436
452,6.817064
453,6.8403
454,6.790478
455,6.928285
456,6.913872
457,6.829865
458,6.84939
459,6.909327
460,6.87056
461,6.855992
462,6.943398
463,6.892681
464,6.800384
465,6.91176
466,6.907518
467,6.816332
468,6.903468
469,6.883044
470,6.87845
471,6.845514
472,6.920464
473,6.879785
474,6.948366
475,6.833825
476,6.901048
477,6.870231
478,6.854998
479,6.86886
480,6.94224
481,6.878781
482,6.966346
483,6.855219
484,6.941528
485,6.8094
486,6.84288
487,6.890076
488,6.896904
489,6.921795
490,6.96486
491,6.924573
492,6.959832
493,6.955244
494,7.02221
495,6.936435
496,6.970784
497,7.040999
498,6.964032
499,6.92612
500,7.027
501,6.907287
502,6.88242
503,6.952466
504,6.946632
505,6.977585
506,6.961042
507,6.913959
508,7.022592
509,6.979917
510,7.02372
511,6.99559
512,6.923264
513,6.96141
514,7.01096
515,7.03593
516,6.9273
517,6.994493
518,6.82206
519,6.994044
520,7.02052
521,7.031416
522,6.98175
523,7.014476
524,6.856016
525,7.01925
526,7.07733
527,6.96167
528,7.003392
529,7.019301
530,6.98169
531,7.082478
532,6.997396
533,7.005219
534,6.98205
535,6.93039
536,7.092352
537,7.045977
538,7.033274
539,7.067907
540,7.074
541,6.969703
542,6.956028
543,7.005786
544,7.056224
545,7.069195
546,6.981156
547,7.025668
548,7.04454
549,7.04916
550,7.05815
551,6.980619
552,6.936984
553,7.044667
554,7.090646
555,7.091235
556,7.029508
557,7.08504
558,7.116732
559,7.078058
560,7.08792
561,7.04055
562,7.04748
563,7.129832
564,7.100196
565,6.935375
566,7.147448
567,7.004151
568,7.093752
569,6.990734
570,7.06515
571,6.995892
572,7.103096
573,7.132704
574,7.030352
575,7.125975
576,7.077888
577,7.122488
578,7.154484
579,7.149492
580,7.06846
581,7.080066
582,7.085268
583,7.114349
584,7.205976
585,7.089615
586,7.068918
587,7.20249
588,7.01484
589,7.192279
590,7.1331
591,7.071906
592,7.045392
593,7.10414
594,7.251552
595,7.1162
596,7.070944
597,7.180119
598,7.072546
599,7.230529
600,7.0692
601,7.143486
602,7.210154
603,7.199217
604,7.140488
605,7.215835
606,7.116864
607,7.149853
608,7.133664
609,7.181328
610,7.11443
611,7.170696
612,6.978636
613,7.072794
614,7.172748
615,7.224405
616,7.212744
617,7.118329
618,7.20588
619,7.136451
620,7.1114
621,7.168203
622,7.142426
623,7.122136
624,7.159776
625,7.23
626,7.187732
627,7.069425
628,7.26596
629,7.11399
630,7.26831
631,7.199079
632,7.18268
633,7.220631
634,7.220626
635,7.136765
636,7.095852
637,7.136948
638,7.202382
639,7.131879
640,7.16224
641,7.265094
642,7.21929
643,7.254969
644,7.169652
645,7.179495
646,7.2352
647,7.182994
648,7.220664
649,7.185079
650,7.1708
651,7.110222
652,7.368904
653,7.147085
654,7.168494
655,7.251505
656,7.172048
657,7.218459
658,7.226156
659,7.205506
660,7.18344
661,7.133512
662,7.244266
663,7.101393
664,7.236936
665,7.12614
666,7.198128
667,7.268966
668,7.203712
669,7.28541
670,7.26347
671,7.341411
672,7.298592
673,7.25494
674,7.314922
675,7.273125
676,7.2163
677,7.314308
678,7.31901
679,7.291102
680,7.1332
681,7.281252
682,7.27353
683,7.267803
684,7.259292
685,7.20757
686,7.328538
687,7.328229
688,7.2068
689,7.228988
690,7.3347
691,7.305943
692,7.318592
693,7.245315
694,7.212742
695,7.163365
696,7.2906
697,7.198616
698,7.270368
699,7.289172
700,7.238
701,7.345078
702,7.302906
703,7.282377
704,7.304704
705,7.42506
706,7.309924
707,7.297654
708,7.266204
709,7.3736
710,7.21076
711,7.353162
712,7.283048
713,7.214134
714,7.434168
715,7.446725
716,7.293892
717,7.275399
718,7.363808
719,7.246082
720,7.3548
721,7.362852
722,7.290034
723,7.372431
724,7.238552
725,7.29495
726,7.265082
727,7.294718
728,7.354256
729,7.29
730,7.32336
731,7.393334
732,7.34196
733,7.364451
734,7.31431
735,7.277235
736,7.379136
737,7.336098
738,7.33572
739,7.376698
740,7.37706
741,7.431489
742,7.318346
743,7.288087
744,7.399824
745,7.39487
746,7.356306
747,7.343757
748,7.494212
749,7.464534
750,7.389
751,7.288455
752,7.35456
753,7.40199
754,7.354516
755,7.272915
756,7.32564
757,7.339872
758,7.425368
759,7.37748
760,7.36668
761,7.397681
762,7.395972
763,7.346927
764,7.371072
765,7.376895
766,7.346706
767,7.337889
768,7.329792
769,7.422388
770,7.42896
771,7.383867
772,7.381092
773,7.420027
774,7.47297
775,7.346225
776,7.39916
777,7.327887
778,7.32876
779,7.346749
780,7.17678
781,7.353896
782,7.228808
783,7.418925
784,7.367248
785,7.3633
786,7.351458
787,7.435576
788,7.401684
789,7.398453
790,7.47893
791,7.38794
792,7.461432
793,7.355075
794,7.490596
795,7.430865
796,7.448968
797,7.399348
798,7.46928
799,7.371574
800,7.4496
801,7.406847
802,7.451382
803,7.561851
804,7.4772
805,7.437395
806,7.504666
807,7.442961
808,7.301088
809,7.35381
810,7.47954
811,7.346849
812,7.536984
813,7.312935
814,7.497754
815,7.43443
816,7.428864
817,7.326039
818,7.478974
819,7.52661
820,7.46774
821,7.56962
822,7.424304
823,7.477778
824,7.369032
825,7.36065
826,7.408394
827,7.519084
828,7.457796
829,7.350743
830,7.55134
831,7.480662
832,7.502976
833,7.352891
834,7.37256
835,7.57345
836,7.62014
837,7.467714
838,7.396188
839,7.561907
840,7.4298
841,7.627029
842,7.515692
843,7.439475
844,7.479528
845,7.52557
846,7.485408
847,7.435813
848,7.543808
849,7.368471
850,7.52845
851,7.413061
852,7.475448
853,7.348595
854,7.419552
855,7.3872
856,7.563616
857,7.467041
858,7.548684
859,7.453543
860,7.54564
861,7.633626
862,7.362342
863,7.460635
864,7.498656
865,7.410455
866,7.606944
867,7.385106
868,7.591528
869,7.52554
870,7.52376
871,7.641283
872,7.432928
873,7.635258
874,7.557478
875,7.61775
876,7.473156
877,7.544831
878,7.495486
879,7.533909
880,7.53192
881,7.499072
882,7.52787
883,7.511681
884,7.43444
885,7.562325
886,7.497332
887,7.426851
888,7.460088
889,7.527163
890,7.45464
891,7.501329
892,7.566836
893,7.486912
894,7.592742
895,7.637035
896,7.631232
897,7.591311
898,7.485728
899,7.502155
900,7.6671
901,7.493617
902,7.688648
903,7.550886
904,7.632472
905,7.642725
906,7.43373
907,7.538077
908,7.576352
909,7.563789
910,7.50841
911,7.538525
912,7.42368
913,7.707546
914,7.537758
915,7.375815
916,7.513948
917,7.562499
918,7.485372
919,7.516501
920,7.59552
921,7.566936
922,7.51891
923,7.492914
924,7.566636
925,7.60165
926,7.535788
927,7.552269
928,7.454624
929,7.564847
930,7.59159
931,7.534583
932,7.60046
933,7.596486
934,7.445848
935,7.61838
936,7.621848
937,7.634676
938,7.664398
939,7.555194
940,7.42224
941,7.623041
942,7.636794
943,7.50628
944,7.530288
945,7.602525
946,7.598272
947,7.542855
948,7.670268
949,7.629011
950,7.64275
951,7.544283
952,7.453208
953,7.570632
954,7.628184
955,7.64573
956,7.665208
957,7.66557
958,7.593108
959,7.674877
960,7.5456
961,7.607276
962,7.616154
963,7.755039
964,7.629096
965,7.57911
966,7.60725
967,7.638333
968,7.557176
969,7.622154
970,7.48161
971,7.528163
972,7.637004
973,7.751891
974,7.559214
975,7.79415
976,7.682096
977,7.657726
978,7.676322
979,7.415925
980,7.60676
981,7.582149
982,7.532922
983,7.488494
984,7.535472
985,7.632765
986,7.588256
987,7.564368
988,7.700472
989,7.656838
990,7.65171
991,7.651511
992,7.710816
993,7.652058
994,7.674674
995,7.622695
996,7.591512
997,7.629044
998,7.748472
999,7.653339
1000,7.658
1001,7.582575
1002,7.53003
1003,7.661917
1004,7.534016
1005,7.71237
1006,7.679804
1007,7.73376
1008,7.64568
1009,7.669409
1010,7.65378
1011,7.735161
1012,7.809604
1013,7.731216
1014,7.561398
1015,7.631785
1016,7.565136
1017,7.672248
1018,7.658414
1019,7.573208
1020,7.6806
1021,7.607471
1022,7.596526
1023,7.585545
1024,7.779328
1025,7.6711
1026,7.609842
1027,7.666555
1028,7.75112
1029,7.701036
1030,7.72603
1031,7.716004
1032,7.56456
1033,7.703081
1034,7.741558
1035,7.734555
1036,7.63532
1037,7.726687
1038,7.761126
1039,7.550413
1040,7.63568
1041,7.733589
1042,7.567004
1043,7.615986
1044,7.778844
1045,7.68911
1046,7.83454
1047,7.703826
1048,7.623152
1049,7.693366
1050,7.7112
1051,7.65128
1052,7.776384
1053,7.566858
1054,7.686822
1055,7.62343
1056,7.65072
1057,7.706587
1058,7.720226
1059,7.729641
1060,7.70938
1061,7.697555
1062,7.75791
1063,7.6536
1064,7.681016
1065,7.72764
1066,7.569666
1067,7.760291
1068,7.683192
1069,7.729939
1070,7.87948
1071,7.728336
1072,7.629424
1073,7.697702
1074,7.720986
1075,7.783
1076,7.637448
1077,7.714551
1078,7.909286
1079,7.694349
1080,7.77924
1081,7.596187
1082,7.82827
1083,7.864746
1084,7.607512
1085,7.669865
1086,7.556388
1087,7.867706
1088,7.704128
1089,7.847334
1090,7.6736
1091,7.620635
1092,7.923552
1093,7.72751
1094,7.753178
1095,7.79421
1096,7.817768
1097,7.730559
1098,7.672824
1099,7.707287
1100,7.7616
1101,7.711404
1102,7.663308
1103,7.568786
1104,7.729104
1105,7.601295
1106,7.820526
1107,7.844202
1108,7.88342
1109,7.842848
1110,7.67343
1111,7.717006
1112,7.643888
1113,7.634067
1114,7.740072
1115,7.54632
1116,7.760664
1117,7.786607
1118,7.625878
1119,7.873284
1120,7.74256
1121,7.738263
1122,7.737312
1123,7.747577
1124,7.821916
1125,7.822125
1126,7.708596
1127,7.817999
1128,7.831704
1129,7.740424
1130,7.82525
1131,7.730385
1132,7.794952
1133,7.737257
1134,7.782642
1135,7.78383
1136,7.812272
1137,7.682709
1138,7.93186
1139,7.860239
1140,7.71096
1141,7.759941
1142,7.7085
1143,7.904988
1144,7.832968
1145,7.814625
1146,7.765296
1147,7.854656
1148,7.676676
1149,7.648893
1150,7.71075
1151,7.87284
1152,7.842816
1153,7.767761
1154,7.730646
1155,7.859775
1156,7.84346
1157,7.749586
1158,7.825764
1159,7.746756
1160,7.859
1161,7.84836
1162,7.877198
1163,7.776981
1164,7.767372
1165,7.713465
1166,7.610482
1167,7.87725
1168,7.738
1169,7.702541
1170,7.9677
1171,7.843358
1172,7.678944
1173,7.779336
1174,7.84819
1175,7.770275
1176,7.751016
1177,7.910617
1178,7.878464
1179,7.869825
1180,7.71366
1181,7.772161
1182,7.746828
1183,7.872865
1184,7.830976
1185,7.798485
1186,7.769486
1187,7.833013
1188,7.673292
1189,7.720177
1190,7.68859
1191,7.883229
1192,7.887464
1193,7.752114
1194,7.925772
1195,7.72926
1196,7.794332
1197,7.700301
1198,7.695952
1199,7.857047
1200,7.8336
1201,7.798093
1202,7.799778
1203,7.883259
1204,7.90426
1205,7.732485
1206,7.860708
1207,7.753768
1208,7.733616
1209,7.821021
1210,8.00173
1211,7.784308
1212,7.92042
1213,7.868731
1214,7.843654
1215,7.81002
1216,7.955072
1217,7.876424
1218,7.85001
1219,7.797943
1220,7.95928
1221,7.962141
1222,7.823244
1223,7.896911
1224,7.838496
1225,7.936775
1226,7.869694
1227,7.8528
1228,7.808852
1229,7.845936
1230,7.92243
1231,7.802078
1232,7.820736
1233,7.931889
1234,7.882792
1235,7.97563
1236,7.932648
1237,7.913089
1238,7.779592
1239,7.981638
1240,7.85788
1241,7.85553
1242,7.91154
1243,7.725245
1244,7.870788
1245,7.78125
1246,7.89964
1247,8.004493
1248,7.914816
1249,7.861206
1250,7.88125
1251,7.905069
1252,7.992768
1253,7.84378
1254,7.792356
1255,7.74335
1256,7.871352
1257,7.863792
1258,7.970688
1259,7.765512
1260,7.80318
1261,7.90647
1262,7.92536
1263,7.925325
1264,7.98216
1265,7.86324
1266,7.92516
1267,7.990969
1268,7.826096
1269,7.979472
1270,7.87781
1271,7.868761
1272,7.914384
1273,7.836588
1274,8.004542
1275,7.837425
1276,7.907372
1277,7.871428
1278,7.837974
1279,7.927242
1280,7.86048
1281,7.784637
1282,7.949682
1283,7.83913
1284,7.837536
1285,7.86163
1286,7.81888
1287,7.87644
1288,7.94052
1289,7.918327
1290,7.82643
1291,7.820878
1292,7.90704
1293,8.001084
1294,7.95163
1295,7.973315
1296,7.726752
1297,7.879275
1298,7.932078
1299,7.865445
1300,7.8871
1301,7.817709
1302,8.05287
1303,7.957421
1304,7.581456
1305,8.02053
1306,8.02537
1307,7.947867
1308,7.889856
1309,7.895888
1310,8.04995
1311,7.951215
1312,7.995328
1313,7.896382
1314,7.832754
1315,7.76376
1316,7.807828
1317,7.795323
1318,7.78279
1319,7.978631
1320,7.89228
1321,7.941852
1322,7.802444
1323,7.859943
1324,7.733484
1325,7.980475
1326,8.0223
1327,7.808068
1328,7.758176
1329,7.823823
1330,8.04916
1331,7.967366
1332,7.906752
1333,7.962009
1334,7.95731
1335,7.992645
1336,8.00932
1337,7.92841
1338,7.94103
1339,7.83315
1340,7.97434
1341,7.966881
1342,8.014424
1343,7.99085
1344,7.858368
1345,8.06462
1346,7.925248
1347,7.991751
1348,7.997684
1349,7.911885
1350,8.0406
1351,7.933072
1352,7.934888
1353,7.946169
1354,7.953396
1355,7.966045
1356,8.045148
1357,8.048367
1358,7.914424
1359,8.14041
1360,7.922
1361,8.021734
1362,7.881894
1363,8.060782
1364,7.823904
1365,7.8897
1366,7.764344
1367,7.845213
1368,7.922088
1369,7.918296
1370,7.84462
1371,7.824297
1372,7.958972
1373,7.953789
1374,7.849662
1375,8.047875
1376,8.162432
1377,7.987977
1378,7.858734
1379,8.051981
1380,7.94604
1381,8.111994
1382,8.000398
1383,7.978527
1384,8.070104
1385,7.95267
1386,7.898814
1387,7.889256
1388,8.021252
1389,7.895076
1390,8.08424
1391,7.925918
1392,8.123712
1393,7.948458
1394,8.037804
1395,8.003115
1396,7.844124
1397,7.883271
1398,7.9686
1399,8.070831
1400,8.1396
1401,7.973091
1402,7.86522
1403,7.939577
1404,7.938216
1405,8.057675
1406,7.966396
1407,8.122611
1408,7.943936
1409,8.110204
1410,8.14134
1411,8.031412
1412,8.02016
1413,8.020188
1414,8.106462
1415,7.925415
1416,7.813488
1417,7.952204
1418,7.84863
1419,8.049987
1420,8.14654
1421,7.859551
1422,8.032878
1423,7.957416
1424,7.955888
1425,7.92585
1426,7.922856
1427,8.018313
1428,7.908264
1429,7.893796
1430,8.23537
1431,8.14239
1432,7.99772
1433,8.01047
1434,7.914246
1435,7.87815
1436,8.058832
1437,7.965291
1438,7.9809
1439,8.002279
1440,8.21376
1441,8.065277
1442,7.912254
1443,7.823946
1444,7.946332
1445,8.18448
1446,8.015178
1447,8.068472
1448,8.02916
1449,7.978194
1450,7.9837
1451,8.002265
1452,8.006328
1453,7.987141
1454,8.021718
1455,7.817715
1456,8.10992
1457,8.102377
1458,7.867368
1459,8.114958
1460,8.0738
1461,7.97706
1462,8.184276
1463,8.011388
1464,7.792872
1465,8.0282
1466,7.928128
1467,7.924734
1468,7.9272
1469,8.014864
1470,7.97916
1471,7.950755
1472,7.94144
1473,7.887915
1474,8.078994
1475,7.9886
1476,8.060436
1477,7.854686
1478,8.097962
1479,7.909692
1480,8.15924
1481,8.067007
1482,8.068008
1483,8.128323
1484,8.144192
1485,8.09919
1486,8.077896
1487,8.129429
1488,8.093232
1489,7.98104
1490,8.05345
1491,8.034999
1492,8.074704
1493,8.187612
1494,8.13483
1495,8.065525
1496,8.159184
1497,8.092782
1498,8.026284
1499,8.141069
1500,7.98
1501,8.034853
1502,8.001154
1503,7.983936
1504,8.163712
1505,8.19322
1506,8.073666
1507,8.089576
1508,8.081372
1509,8.062587
1510,7.99847
1511,8.005278
1512,7.880544
1513,8.055212
1514,7.977266
1515,8.073435
1516,7.9969
1517,8.046168
1518,8.291316
1519,8.062852
1520,7.95264
1521,8.143434
1522,8.095518
1523,8.134343
1524,8.162544
1525,8.199925
1526,7.807016
1527,8.045763
1528,7.986856
1529,7.999728
1530,8.23905
1531,8.134203
1532,8.06598
1533,8.104971
1534,8.078044
1535,8.21839
1536,8.008704
1537,8.03851
1538,8.019132
1539,8.073594
1540,8.0927
1541,8.081004
1542,8.07237
1543,7.872386
1544,8.231064
1545,8.001555
1546,8.127322
1547,8.110921
1548,7.938144
1549,7.91539
1550,8.0631
1551,8.041935
1552,7.986592
1553,8.147038
1554,8.0808
1555,7.953825
1556,7.971388
1557,8.090172
1558,8.07044
1559,8.039763
1560,8.13696
1561,7.998564
1562,8.289534
1563,8.118222
1564,7.970144
1565,8.05975
1566,8.10405
1567,8.113926
1568,7.940352
1569,8.078781
1570,8.02427
1571,8.107931
1572,8.020344
1573,8.261396
1574,8.038418
1575,8.125425
1576,8.054936
1577,8.132589
1578,8.058846
1579,8.144482
1580,8.13384
1581,8.036223
1582,8.148882
1583,8.128705
1584,8.33976
1585,8.01059
1586,8.163142
1587,8.101635
1588,8.086096
1589,8.172227
1590,7.85937
1591,8.005912
1592,8.074624
1593,8.094033
1594,8.154904
1595,8.11855
1596,8.04384
1597,8.024925
1598,8.152996
1599,8.143707
1600,8.16
1601,8.115469
1602,8.213454
1603,8.200948
1604,8.087368
1605,8.00895
1606,8.026788
1607,7.97072
1608,8.089848
1609,8.357146
1610,8.12406
1611,8.088831
1612,7.835932
1613,8.140811
1614,8.1507
1615,8.037855
1616,8.01536
1617,7.957257
1618,8.08191
1619,8.284423
1620,7.93152
1621,8.177945
1622,8.116488
1623,8.084163
1624,7.9982
1625,7.986875
1626,8.206422
1627,8.229366
1628,8.166048
1629,8.200386
1630,8.13533
1631,8.156631
1632,8.272608
1633,8.156835
1634,8.17
1635,8.140665
1636,8.35178
1637,8.027848
1638,8.039304
1639,8.144191
1640,8.09176
1641,8.300178
1642,8.30031
1643,8.234716
1644,8.058888
1645,8.09669
1646,8.190496
1647,8.378289
1648,8.263072
1649,8.004246
1650,8.0091
1651,8.241792
1652,8.048544
1653,7.987296
1654,8.136026
1655,8.1757
1656,8.218728
1657,8.104387
1658,7.981612
1659,8.226981
1660,8.16554
1661,8.216967
1662,8.225238
1663,8.170319
1664,8.072064
1665,8.100225
1666,7.895174
1667,8.104954
1668,8.153184
1669,8.06127
1670,8.05775
1671,8.334948
1672,8.232928
1673,8.010324
1674,8.0352
1675,8.071825
1676,8.076644
1677,8.061339
1678,8.228912
1679,8.235495
1680,8.24544
1681,8.342803
1682,8.236754
1683,8.357778
1684,8.042784
1685,8.00038
1686,8.271516
1687,8.141462
1688,8.156416
1689,8.061597
1690,8.27931
1691,8.209805
1692,8.033616
1693,8.185655
1694,8.171856
1695,7.995315
1696,8.122144
1697,8.255905
1698,8.20983
1699,8.270732
1700,8.2076
1701,8.163099
1702,8.21215
1703,8.279986
1704,8.24736
1705,8.199345
1706,8.122266
1707,8.166288
1708,8.152284
1709,8.180983
1710,8.26614
1711,8.2128
1712,8.154256
1713,8.133324
1714,8.33861
1715,8.202845
1716,8.363784
1717,8.257053
1718,8.347762
1719,8.359497
1720,8.31964
1721,8.272847
1722,8.117508
1723,8.294522
1724,8.245892
1725,8.27655
1726,8.357292
1727,8.123808
1728,8.106048
1729,8.19546
1730,8.27632
1731,8.23956
1732,8.251248
1733,8.238682
1734,8.205288
1735,8.388725
1736,8.433488
1737,8.549514
1738,8.184242
1739,8.268945
1740,8.02836
1741,8.069535
1742,8.156044
1743,8.164212
1744,8.235168
1745,8.25385
1746,8.106678
1747,8.160237
1748,8.192876
1749,8.194065
1750,8.28625
1751,8.275226
1752,8.122272
1753,8.044517
1754,8.201704
1755,8.05194
1756,8.151352
1757,8.206947
1758,8.266116
1759,8.339419
1760,8.23152
1761,8.296071
1762,8.385358
1763,8.157401
1764,8.160264
1765,7.968975
1766,8.196006
1767,8.23422
1768,8.357336
1769,8.10202
1770,8.26059
1771,8.157226
1772,8.31954
1773,8.1558
1774,8.00961
1775,8.113525
1776,8.361408
1777,8.20974
1778,8.102346
1779,8.162052
1780,8.22182
1781,8.162323
1782,8.236404
1783,8.365836
1784,8.15288
1785,8.230635
1786,8.288826
1787,8.225561
1788,8.353536
1789,8.2294
1790,8.1803
1791,8.243973
1792,8.223488
1793,8.341036
1794,8.257782
1795,8.16366
1796,8.2616
1797,8.226666
1798,8.339124
1799,8.278998
1800,7.9416
1801,8.199953
1802,8.368488
1803,8.127924
1804,8.179336
1805,8.124305
1806,8.213688
1807,8.241727
1808,8.220976
1809,8.223714
1810,8.26265
1811,8.459181
1812,8.246412
1813,8.301727
1814,8.164814
1815,8.339925
1816,8.259168
1817,8.256448
1818,8.266446
1819,8.180043
1820,8.14996
1821,8.134407
1822,8.266414
1823,8.192562
1824,8.328384
1825,8.287325
1826,8.238912
1827,8.285445
1828,8.055996
1829,8.265251
1830,8.15082
1831,8.396966
1832,8.157896
1833,8.186178
1834,8.080604
1835,8.207955
1836,8.181216
1837,8.220575
1838,8.287542
1839,8.345382
1840,8.12912
1841,8.030442
1842,8.449254
1843,8.36722
1844,8.358852
1845,8.175195
1846,8.225776
1847,8.342899
1848,8.02032
1849,8.407403
1850,8.23805
1851,8.314692
1852,7.987676
1853,8.258821
1854,8.45424
1855,8.360485
1856,8.283328
1857,8.24508
1858,8.334988
1859,8.283704
1860,8.32536
1861,8.242369
1862,8.365966
1863,8.161803
1864,8.376816
1865,8.14632
1866,8.171214
1867,8.360426
1868,8.327544
1869,8.031093
1870,8.06718
1871,8.277304
1872,8.251776
1873,8.246819
1874,8.099428
1875,8.18625
